English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
button,כפתור,8,band22,Push the red button.
buy,לקנות,2,band22,I need to buy some milk.
by,על ידי,8,band22,"We use ""by"" in English."
by accident,במקרה / בטעות,4,band22,"We use ""by accident"" in English."
by chance,במקרה,5,band22,I met her by chance at the mall.
by far,ללא ספק,8,band33july18,They are by far the best team in the country
by means of,באמצעות,8,band33july18,
by no means,בשום אופן לא,8,band33july18,
by now,עד עכשיו,8,band33july18,
by the time,עד שה / כאשר,8,band22,"By the time I arrived, the movie had started."
by the way,אגב / דרך אגב,7,band22,"By the way, did you call your mom?"
by/in contrast (to),בניגוד ל,7,band33july18,
cab,מונית,8,lexisband3,Let's take a cab to the airport.
cabin,"תא, בקתה",8,lexisband3,We stayed in a small cabin in the woods.
cabinet,ארון / קבינט,8,band33july18,
cafeteria,קפיטריה,8,band22,The school cafeteria serves lunch.
cage,כלוב,8,band22,The bird is in a cage.
cake,עוגה,1,band22,Mom baked a chocolate cake.
calculate,לחשב,8,"lexisband3,band33july18",Calculate the total cost.
calculation,חישוב,9,band33july18,n
calculator,מחשבון,8,band22,Use a calculator for math.
calendar,לוח שנה,8,band22,Mark the date on the calendar.
call,להתקשר / לקרוא,8,band22,I'll call you later.
call for,לדרוש / לאסוף,7,band33july18,I'll come by and call for you at eight o'clock at your home.
camera,מצלמה,8,band22,Take a picture with your camera.
camp,מחנה,8,band22,"We use ""camp"" in English."
campaign,קמפיין / מסע,8,band33july18,The political party's campaign was successful: they were elected. We were campaigning for equal rights.
can,"יכול, לפעמים קורה",8,lexisband3,Accidents can happen.
can tell,"יכול לומר, מבחין",8,"lexisband3,band33july18",I can tell by your smile that you are satisfied.
cancel,לבטל,5,band22,We had to cancel the trip.
cancer,סרטן,8,"band22,band33july18","We use ""cancer"" in English."
candidate,מועמד,8,band33july18,
candle,נר,8,band22,Light the candles on the cake.
candy,ממתק,2,band22,Too much candy is bad for your teeth.
cap,כובע מצחייה,8,band22,He's wearing a baseball cap.
capability,יכולת,9,band33july18,n
capable,מסוגל,8,band33july18,n
capacity,"נפח, קיבולת",8,"lexisband3,band33july18",This student has great capacity for hard work. The hall has a seating capacity of 1000.
capital,עיר בירה,8,band22,Jerusalem is the capital of Israel.
captain,קפטן,8,band22,"We use ""captain"" in English."
capture,"ללכוד, לתפוס",8,"lexisband3,band33july18",The police captured the criminal.
car,מכונית,1,band22,"We use ""car"" in English."
card,כרטיס,8,band22,I got a birthday card from grandma.
care,לדאוג / טיפול,8,band22,Take care of your belongings.
care for,לדאוג ל,7,band33july18,She cares for her old mother.
career,קריירה,7,band33july18,She had a very successful career.
careful,זהיר,8,band22,Be careful!
carefully,בזהירות,8,"band22,band33july18","We use ""carefully"" in English."
carpet,שטיח,8,band22,The carpet is soft under my feet.
carry,לסחוב,8,band22,Can you carry this bag?
carry on sth / carry sth on,להמשיך משהו,7,band33july18,
carry out,לבצע / לקיים,6,band22,We will carry out the plan tomorrow.
cartoon,סרט מצויר,8,band22,I love watching cartoons.
case,מקרה / תיק,8,band22,Put the glasses in the case.
cash,מזומן,8,band22,I don't have any cash.
castle,טירה,8,band22,The old castle is now a museum.
casual,"מזדמן, לא רשמי",8,lexisband3,"It's a casual meeting, no need for a suit."
cat,חתול,1,band22,My cat sleeps all day.
catalog/catalogue,קטלוג,8,lexisband3,Look through the catalog for ideas.
catch,לתפוס,8,band22,Try to catch the ball.
catch up (with),להדביק,7,band33july18,"Let's meet and catch up! I was walking faster than he was, so I soon caught up with him."
category,קטגוריה,8,band33july18,
Catholic,קתולי,8,band33july18,
cause,סיבה / לגרום,8,band22,What caused the accident?
cave,מערה,8,lexisband3,They explored the dark cave.
ceiling,תקרה,8,band22,"We use ""ceiling"" in English."
celebrate,לחגוג,8,band22,Let's celebrate your birthday!
celebration,חגיגה,8,band22,We're having a celebration tonight.
cell,תא,6,band33july18,Our body is made up of cells. A prison cell.
cellphone,טלפון נייד,8,"band22,band33july18","We use ""cellphone"" in English."
census,מפקד אוכלוסין,7,band33july18,
cent,סנט,8,band22,"We use ""cent"" in English."
center,מרכז,8,band22,"We use ""center"" in English."
central,מרכזי,8,"band22,band33july18",We live in central Tel Aviv.
centrally,באופן מרכזי,8,band33july18,adv
century,מאה (שנים),8,band22,A century is 100 years.
ceremony,טקס,8,lexisband3,The graduation ceremony was beautiful.
certain,מסוים / בטוח,8,band22,I'm certain she will come.
certainly,בוודאות,8,"band22,band33july18","We use ""certainly"" in English."
certificate,תעודה,8,lexisband3,She received a certificate of completion.
chain,שרשרת / רשת,8,"band22,band33july18","We use ""chain"" in English."
chair,כיסא,1,band22,Sit on the chair.
chair (man,יושב ראש,7,band33july18,She was chair of the committee.
chairperson,"יו""ר",8,lexisband3,The chairperson opened the meeting.
challenge,אתגר,8,"band22,band33july18","We use ""challenge"" in English."
champion,אלוף,8,band22,"We use ""champion"" in English."
chance,סיכוי,8,band22,Give me another chance.
change,לשנות,8,"band22,band33july18",Change is not always easy.
channel,ערוץ,8,"band22,band33july18","We use ""channel"" in English."
chapter,פרק,5,band22,Read chapter 5 for homework.
character,דמות,8,band22,He is an interesting character.
characteristic,תכונה אופיינית,8,"lexisband3,band33july18",Patience is his main characteristic.
charge,לחייב / להטעין,8,"band22,band33july18",They charged too much money. Charge a battery.
chase,"לרדוף, מרדף",8,lexisband3,The dog chased the cat.
cheap,זול,8,band22,These shoes are cheap.
cheat,"לרמות, רמאי",8,lexisband3,Don't cheat on the test.
check,לבדוק,8,band22,Check your answers before submitting.
check in/check out,לעשות צ'ק אין/אאוט,8,lexisband3,Check in at the hotel reception.
check out,לעזוב / לבדוק,7,band33july18,Check out of the hotel by 12 o'clock.
check out sth / check sth out,לבדוק משהו,7,band33july18,We checked out the area: it's safe.
checklist,רשימת בדיקה,8,band33july18,
Cheers!,לחיים!,8,lexisband3,Cheers! Happy birthday!
chef,שף,8,band22,"We use ""chef"" in English."
chemical,כימי,8,"band22,band33july18","We use ""chemical"" in English."
chemistry,כימיה,8,"band22,band33july18","We use ""chemistry"" in English."
chess,שחמט,8,band22,"We use ""chess"" in English."
chicken,עוף,8,"band22,band33july18",We're having chicken for dinner.
chief,ראשי / מפקד,8,"band22,band33july18","We use ""chief"" in English."
chief of staff,"רמטכ""ל",7,band33july18,
child,ילד,2,band22,Every child deserves a good education.
children,ילדים,2,band22,The children are playing outside.
Chinese,סיני,8,band33july18,Chinese food. The Chinese are an oriental nation.
chips,צ'יפס,8,band22,"We use ""chips"" in English."
chocolate,שוקולד,8,band22,I love chocolate ice cream.
choice,בחירה,8,band22,You have to make a choice.
choose,לבחור,8,band22,You can choose any color you like.
Christian,נוצרי,5,band22,"We use ""Christian"" in English."
Christmas,חג המולד,8,band33july18,
church,כנסייה,8,"band22,band33july18",The church has beautiful windows.
cinema,קולנוע,8,band22,There's a new movie at the cinema.
Circassian,צ'רקסי,6,band22,"We use ""Circassian"" in English."
circle,מעגל,8,band22,Draw a circle on the paper.
circumstance(s),נסיבות,9,band33july18,
cite,לצטט,6,band33july18,
citizen,אזרח,8,"band22,band33july18","We use ""citizen"" in English."
citizenship,אזרחות,9,band33july18,
city,עיר,3,band22,New York is a big city.
civil,אזרחי,7,band33july18,adj
civilian,אזרחי,8,band33july18,adj
civilization,תרבות,9,band33july18,n
civilized,מתורבת,8,band33july18,n
claim,"לטעון, קביעה",8,"lexisband3,band33july18",He claims to be innocent.
clarification,הבהרה,9,band33july18,n
clarify,להבהיר,8,band33july18,n
class,כיתה,2,band22,Our class has 25 students.
classic,קלאסי,8,lexisband3,This is a classic example.
classify,לסווג,8,band33july18,
clean,נקי,2,band22,Your room is very clean.
clean up,לנקות,7,band33july18,Please clean up after you've finished working here.
clearly,בבירור,8,band33july18,
clever,פיקח,9,band22,That was a clever solution to the problem.
client,לקוח,7,band33july18,
climate,אקלים,6,band22,"We use ""climate"" in English."
climb,לטפס,9,band22,The children love to climb trees.
clinic,מרפאה,9,band22,The clinic opens at 8 AM.
clock,שעון,2,band22,The clock says it's 3 PM.
close,לסגור / קרוב,9,band22,We live close to the school.
close down sth / close sth down,לסגור משהו,7,band33july18,
closet,ארון,9,band22,"We use ""closet"" in English."
clothes,בגדים,2,band22,Hang your clothes in the closet.
clothing,"ביגוד, לבוש",8,lexisband3,The store sells children's clothing.
cloud,ענן,9,band22,The clouds are white and fluffy.
cloudy,מעונן,9,band22,"We use ""cloudy"" in English."
club,מועדון,9,band22,I joined the chess club.
clue,רמז,5,band22,"We use ""clue"" in English."
coach,מאמן,9,band22,"We use ""coach"" in English."
coast,חוף,9,band22,We drove along the coast.
coat,מעיל,2,band22,"Wear your coat, it's cold outside."
code,קוד / צופן,6,band22,What's the secret code?
coffee,קפה,9,band22,My dad drinks coffee every morning.
coin,מטבע,9,band22,I found a coin on the ground.
cold,קר,2,band22,It's cold today.
collar,צווארון,8,lexisband3,"Turn up your collar, it's windy."
colleague,עמית,8,band33july18,
collect,לאסוף,9,band22,I collect stamps as a hobby.
collection,אוסף,9,"band22,band33july18","We use ""collection"" in English."
collector,אוסף,8,lexisband3,He's a stamp collector.
college,מכללה,9,"band22,band33july18",She goes to college in Jerusalem.
color,צבע,9,band22,My favorite color is blue.
colorful,צבעוני,9,band22,She wore a colorful dress.
combination,שילוב,9,band33july18,n
combine,לשלב,8,band33july18,n
come,לבוא,3,band22,"Come here, I want to show you something."
come across sth/sb,לנתקל במשהו/במישהו,7,band33july18,I came across this idea as I was reading.
"come after/first/last, etc",לבוא אחרי/ראשון/אחרון,8,lexisband3,Z comes after Y in the alphabet.
come down with sth,לחלות במשהו,7,band33july18,He came down with the flu
come on!,יאללה!,7,band33july18,
come out,לצאת / להתפרסם,7,band33july18,The books comes out next month.
come over,לבוא לבקר,7,band33july18,Please come over when you're in town!
come true,להתגשם,7,band33july18,
come up (to),לגשת,7,band33july18,A stranger came up (to me) to ask for directions
come up with sth,להמציא משהו,7,band33july18,She came up with an amazing idea.
comfortable,נוח,9,band22,This chair is comfortable.
comic,קומי,9,band22,"We use ""comic"" in English."
commander,מפקד,8,band33july18,
comment,תגובה / להגיב,8,band33july18,
commerce,מסחר,8,band33july18,adj
commercial,מסחרי,9,band33july18,adj
commit,להתחייב / לבצע,7,band33july18,Commit a crime. They committed themselves. They were committed to helping the poor. It was a serious commitment.
commitment,מחויבות,9,band33july18,Commit a crime. They committed themselves. They were committed to helping the poor. It was a serious commitment.
committee,ועדה,8,band33july18,
common,נפוץ,9,band22,Smith is a common name.
common sense,משותף,7,band33july18,
communicate,לתקשר,9,band22,"We use ""communicate"" in English."
communication,תקשורת,9,band22,Good communication is important.
community,קהילה,8,band33july18,
company,חברה (עסקית),9,band22,My father works for a big company.
comparative,יחסי / השוואתי,9,band33july18,adj
compare,להשוות,9,band22,Compare these two pictures.
comparison,השוואה,9,band33july18,adj
